2.014000000000000000e+03,9.600000000000000000e+01,9.300000000000000000e+01
2.020000000000000000e+03,8.300000000000000000e+01,7.200000000000000000e+01
1.992000000000000000e+03,1.171000000000000000e+03,1.160000000000000000e+03
2.017000000000000000e+03,5.280000000000000000e+02,4.710000000000000000e+02
2.023000000000000000e+03,3.600000000000000000e+01,2.300000000000000000e+01
2.021000000000000000e+03,4.400000000000000000e+01,3.600000000000000000e+01
2.017000000000000000e+03,6.600000000000000000e+01,6.200000000000000000e+01
2.007000000000000000e+03,1.130000000000000000e+02,1.140000000000000000e+02
2.018000000000000000e+03,3.970000000000000000e+02,3.500000000000000000e+02
2.012000000000000000e+03,4.730000000000000000e+02,4.380000000000000000e+02
2.014000000000000000e+03,2.690000000000000000e+02,2.480000000000000000e+02
2.020000000000000000e+03,2.400000000000000000e+01,2.400000000000000000e+01
2.012000000000000000e+03,1.050000000000000000e+02,1.030000000000000000e+02
2.020000000000000000e+03,1.300000000000000000e+01,1.100000000000000000e+01
2.017000000000000000e+03,5.000000000000000000e+01,4.700000000000000000e+01
2.008000000000000000e+03,1.720000000000000000e+02,1.710000000000000000e+02
2.006000000000000000e+03,8.680000000000000000e+02,8.300000000000000000e+02
2.015000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
2.017000000000000000e+03,3.100000000000000000e+01,3.000000000000000000e+01
2.014000000000000000e+03,6.900000000000000000e+01,6.100000000000000000e+01
2.014000000000000000e+03,1.700000000000000000e+01,1.600000000000000000e+01
2.014000000000000000e+03,1.310000000000000000e+02,1.270000000000000000e+02
2.020000000000000000e+03,1.400000000000000000e+01,1.100000000000000000e+01
2.014000000000000000e+03,9.500000000000000000e+01,9.600000000000000000e+01
2.018000000000000000e+03,4.600000000000000000e+01,4.200000000000000000e+01
2.015000000000000000e+03,2.060000000000000000e+02,2.040000000000000000e+02
2.013000000000000000e+03,1.440000000000000000e+02,1.350000000000000000e+02
2.014000000000000000e+03,2.410000000000000000e+02,2.340000000000000000e+02
2.010000000000000000e+03,1.340000000000000000e+02,1.290000000000000000e+02
2.010000000000000000e+03,7.000000000000000000e+00,8.000000000000000000e+00
2.014000000000000000e+03,3.630000000000000000e+02,3.670000000000000000e+02
2.005000000000000000e+03,1.390000000000000000e+02,1.440000000000000000e+02
2.017000000000000000e+03,6.000000000000000000e+01,5.100000000000000000e+01
2.001000000000000000e+03,2.400000000000000000e+01,3.100000000000000000e+01
2.001000000000000000e+03,6.640000000000000000e+02,7.370000000000000000e+02
2.001000000000000000e+03,8.050000000000000000e+02,8.470000000000000000e+02
2.005000000000000000e+03,3.460000000000000000e+02,3.490000000000000000e+02
2.002000000000000000e+03,1.710000000000000000e+02,1.700000000000000000e+02
2.007000000000000000e+03,7.400000000000000000e+01,7.500000000000000000e+01
2.009000000000000000e+03,1.540000000000000000e+02,1.480000000000000000e+02
2.005000000000000000e+03,5.400000000000000000e+02,6.100000000000000000e+02
2.010000000000000000e+03,9.730000000000000000e+02,9.170000000000000000e+02
2.018000000000000000e+03,8.300000000000000000e+01,8.100000000000000000e+01
2.017000000000000000e+03,4.800000000000000000e+02,4.440000000000000000e+02
2.023000000000000000e+03,1.440000000000000000e+02,7.800000000000000000e+01
2.013000000000000000e+03,1.010000000000000000e+02,1.020000000000000000e+02
1.987000000000000000e+03,2.110000000000000000e+02,2.270000000000000000e+02
2.003000000000000000e+03,3.110000000000000000e+02,3.230000000000000000e+02
2.018000000000000000e+03,6.100000000000000000e+01,5.300000000000000000e+01
2.003000000000000000e+03,3.500000000000000000e+01,3.900000000000000000e+01
2.002000000000000000e+03,1.112000000000000000e+03,1.160000000000000000e+03
2.018000000000000000e+03,5.140000000000000000e+02,4.720000000000000000e+02
1.989000000000000000e+03,4.190000000000000000e+02,4.460000000000000000e+02
1.993000000000000000e+03,9.070000000000000000e+02,8.500000000000000000e+02
1.947000000000000000e+03,7.920000000000000000e+02,8.440000000000000000e+02
2.019000000000000000e+03,9.500000000000000000e+01,8.000000000000000000e+01
2.014000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+00
1.981000000000000000e+03,1.101000000000000000e+03,1.499000000000000000e+03
1.999000000000000000e+03,3.830000000000000000e+02,3.720000000000000000e+02
2.010000000000000000e+03,6.410000000000000000e+02,6.070000000000000000e+02
2.020000000000000000e+03,9.000000000000000000e+00,8.000000000000000000e+00
2.014000000000000000e+03,1.090000000000000000e+02,1.010000000000000000e+02
1.999000000000000000e+03,7.170000000000000000e+02,6.920000000000000000e+02
2.021000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
2.022000000000000000e+03,3.000000000000000000e+00,3.000000000000000000e+00
2.009000000000000000e+03,2.140000000000000000e+02,2.010000000000000000e+02
2.025000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00
2.013000000000000000e+03,4.120000000000000000e+02,4.240000000000000000e+02
2.010000000000000000e+03,2.520000000000000000e+02,2.520000000000000000e+02
2.016000000000000000e+03,1.186700000000000000e+04,1.040700000000000000e+04
2.007000000000000000e+03,1.310000000000000000e+02,1.430000000000000000e+02
2.014000000000000000e+03,3.500000000000000000e+01,3.300000000000000000e+01
2.008000000000000000e+03,2.740000000000000000e+02,2.710000000000000000e+02
2.005000000000000000e+03,1.800000000000000000e+01,1.900000000000000000e+01
2.013000000000000000e+03,5.700000000000000000e+01,5.600000000000000000e+01
2.013000000000000000e+03,7.100000000000000000e+01,7.000000000000000000e+01
2.014000000000000000e+03,2.000000000000000000e+01,1.800000000000000000e+01
1.995000000000000000e+03,1.700000000000000000e+01,1.600000000000000000e+01
2.009000000000000000e+03,8.500000000000000000e+01,8.500000000000000000e+01
2.017000000000000000e+03,6.000000000000000000e+00,6.000000000000000000e+00
2.022000000000000000e+03,4.300000000000000000e+01,2.700000000000000000e+01
2.024000000000000000e+03,8.000000000000000000e+00,3.000000000000000000e+00
2.018000000000000000e+03,9.000000000000000000e+00,9.000000000000000000e+00
1.990000000000000000e+03,7.000000000000000000e+01,7.900000000000000000e+01
2.008000000000000000e+03,1.090000000000000000e+02,1.090000000000000000e+02
2.021000000000000000e+03,2.700000000000000000e+01,2.200000000000000000e+01
1.978000000000000000e+03,3.600000000000000000e+01,2.600000000000000000e+01
2.009000000000000000e+03,2.100000000000000000e+01,2.100000000000000000e+01
2.018000000000000000e+03,3.500000000000000000e+01,3.400000000000000000e+01
2.015000000000000000e+03,8.800000000000000000e+01,1.030000000000000000e+02
2.015000000000000000e+03,6.600000000000000000e+01,5.800000000000000000e+01
2.008000000000000000e+03,2.640000000000000000e+02,2.630000000000000000e+02
1.991000000000000000e+03,3.200000000000000000e+01,2.600000000000000000e+01
2.022000000000000000e+03,2.470000000000000000e+02,1.560000000000000000e+02
2.020000000000000000e+03,3.229000000000000000e+03,2.377000000000000000e+03
2.016000000000000000e+03,5.070000000000000000e+02,4.740000000000000000e+02
2.021000000000000000e+03,1.010000000000000000e+02,8.500000000000000000e+01
2.013000000000000000e+03,1.580000000000000000e+02,1.460000000000000000e+02
2.025000000000000000e+03,4.000000000000000000e+00,0.000000000000000000e+00
2.003000000000000000e+03,6.720000000000000000e+02,6.840000000000000000e+02
2.006000000000000000e+03,2.200000000000000000e+01,2.200000000000000000e+01
2.019000000000000000e+03,6.400000000000000000e+01,5.900000000000000000e+01
2.023000000000000000e+03,1.500000000000000000e+01,1.100000000000000000e+01
2.016000000000000000e+03,8.200000000000000000e+01,7.700000000000000000e+01
2.001000000000000000e+03,3.330000000000000000e+02,3.510000000000000000e+02
1.998000000000000000e+03,3.260000000000000000e+02,3.260000000000000000e+02
2.022000000000000000e+03,3.600000000000000000e+01,3.300000000000000000e+01
2.018000000000000000e+03,8.800000000000000000e+01,8.400000000000000000e+01
2.019000000000000000e+03,2.500000000000000000e+01,4.000000000000000000e+01
2.024000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
2.022000000000000000e+03,3.000000000000000000e+00,1.000000000000000000e+00
2.006000000000000000e+03,3.850000000000000000e+02,3.760000000000000000e+02
2.013000000000000000e+03,2.200000000000000000e+02,2.230000000000000000e+02
2.012000000000000000e+03,8.510000000000000000e+02,8.000000000000000000e+02
2.009000000000000000e+03,1.900000000000000000e+02,1.860000000000000000e+02
2.023000000000000000e+03,7.600000000000000000e+01,4.100000000000000000e+01
2.025000000000000000e+03,2.000000000000000000e+00,0.000000000000000000e+00
2.019000000000000000e+03,2.510000000000000000e+02,2.100000000000000000e+02
2.025000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.022000000000000000e+03,6.000000000000000000e+00,5.000000000000000000e+00
2.012000000000000000e+03,5.900000000000000000e+01,5.900000000000000000e+01
2.015000000000000000e+03,2.000000000000000000e+01,2.000000000000000000e+01
2.019000000000000000e+03,4.400000000000000000e+01,4.200000000000000000e+01
2.021000000000000000e+03,4.400000000000000000e+01,3.600000000000000000e+01
2.006000000000000000e+03,2.209000000000000000e+03,2.140000000000000000e+03
2.010000000000000000e+03,1.924000000000000000e+03,1.858000000000000000e+03
2.010000000000000000e+03,1.480000000000000000e+02,1.520000000000000000e+02
2.025000000000000000e+03,2.000000000000000000e+00,0.000000000000000000e+00
2.001000000000000000e+03,9.400000000000000000e+01,0.000000000000000000e+00
2.017000000000000000e+03,1.490000000000000000e+02,1.330000000000000000e+02
2.019000000000000000e+03,1.500000000000000000e+01,1.500000000000000000e+01
2.000000000000000000e+03,6.200000000000000000e+01,6.100000000000000000e+01
2.018000000000000000e+03,1.830000000000000000e+02,0.000000000000000000e+00
2.011000000000000000e+03,1.800000000000000000e+01,0.000000000000000000e+00
2.010000000000000000e+03,2.520000000000000000e+02,2.520000000000000000e+02
2.012000000000000000e+03,2.460000000000000000e+02,2.430000000000000000e+02
2.022000000000000000e+03,4.400000000000000000e+01,0.000000000000000000e+00
2.009000000000000000e+03,1.200000000000000000e+02,1.120000000000000000e+02
2.002000000000000000e+03,8.200000000000000000e+01,9.800000000000000000e+01
2.016000000000000000e+03,4.792000000000000000e+03,4.200000000000000000e+03
2.014000000000000000e+03,5.200000000000000000e+02,0.000000000000000000e+00
2.007000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00
2.024000000000000000e+03,2.000000000000000000e+01,1.200000000000000000e+01
2.021000000000000000e+03,7.200000000000000000e+01,4.500000000000000000e+01
1.988000000000000000e+03,6.000000000000000000e+00,4.000000000000000000e+00
2.015000000000000000e+03,3.300000000000000000e+01,0.000000000000000000e+00
2.015000000000000000e+03,6.800000000000000000e+01,0.000000000000000000e+00
2.012000000000000000e+03,1.610000000000000000e+02,1.510000000000000000e+02
2.012000000000000000e+03,5.100000000000000000e+01,5.100000000000000000e+01
2.006000000000000000e+03,1.700000000000000000e+02,1.740000000000000000e+02
2.011000000000000000e+03,4.690000000000000000e+02,4.620000000000000000e+02
2.014000000000000000e+03,6.300000000000000000e+01,0.000000000000000000e+00
2.020000000000000000e+03,4.600000000000000000e+01,0.000000000000000000e+00
2.014000000000000000e+03,4.800000000000000000e+01,4.900000000000000000e+01
2.005000000000000000e+03,4.600000000000000000e+01,0.000000000000000000e+00
2.004000000000000000e+03,2.650000000000000000e+02,2.700000000000000000e+02
2.007000000000000000e+03,3.330000000000000000e+02,0.000000000000000000e+00
1.987000000000000000e+03,2.200000000000000000e+01,0.000000000000000000e+00
2.021000000000000000e+03,2.200000000000000000e+01,1.900000000000000000e+01
2.003000000000000000e+03,1.150000000000000000e+02,1.180000000000000000e+02
2.009000000000000000e+03,1.910000000000000000e+02,0.000000000000000000e+00
1.994000000000000000e+03,2.610000000000000000e+02,0.000000000000000000e+00
1.990000000000000000e+03,1.240000000000000000e+02,1.320000000000000000e+02
2.016000000000000000e+03,3.880000000000000000e+02,3.240000000000000000e+02
2.002000000000000000e+03,1.850000000000000000e+02,0.000000000000000000e+00
2.011000000000000000e+03,1.080000000000000000e+02,0.000000000000000000e+00
2.018000000000000000e+03,1.580000000000000000e+02,0.000000000000000000e+00
2.015000000000000000e+03,1.600000000000000000e+01,0.000000000000000000e+00
1.994000000000000000e+03,9.200000000000000000e+01,9.000000000000000000e+01
2.009000000000000000e+03,2.900000000000000000e+01,0.000000000000000000e+00
2.015000000000000000e+03,8.500000000000000000e+01,8.200000000000000000e+01
2.008000000000000000e+03,1.170000000000000000e+02,0.000000000000000000e+00
2.021000000000000000e+03,4.500000000000000000e+01,3.700000000000000000e+01
2.017000000000000000e+03,1.940000000000000000e+02,0.000000000000000000e+00
2.007000000000000000e+03,5.300000000000000000e+03,5.099000000000000000e+03
